semilla;corte;ganancia;metrica;modelo
409823;13000;52,927;52,927;Variables Gustavo
622669;9000;56,667;56,667;Variables Gustavo
622669;9500;57,817;57,817;Variables Gustavo
622669;10000;57,777;57,777;Variables Gustavo
622669;10500;57,017;57,017;Variables Gustavo
622669;11000;56,267;56,267;Variables Gustavo
622669;11500;55,907;55,907;Variables Gustavo
622669;12000;55,667;55,667;Variables Gustavo
622669;12500;55,347;55,347;Variables Gustavo
622669;13000;55,867;55,867;Variables Gustavo
118043;9000;56,477;56,477;Variables Gustavo
118043;9500;56,467;56,467;Variables Gustavo
118043;10000;56,617;56,617;Variables Gustavo
118043;10500;57,687;57,687;Variables Gustavo
118043;11000;57,367;57,367;Variables Gustavo
118043;11500;57,047;57,047;Variables Gustavo
118043;12000;57,597;57,597;Variables Gustavo
118043;12500;56,627;56,627;Variables Gustavo
118043;13000;55,987;55,987;Variables Gustavo
676987;9000;56,587;56,587;Variables Gustavo
676987;9500;57,607;57,607;Variables Gustavo
676987;10000;57,007;57,007;Variables Gustavo
676987;10500;56,267;56,267;Variables Gustavo
676987;11000;56,297;56,297;Variables Gustavo
676987;11500;55,877;55,877;Variables Gustavo
676987;12000;55,477;55,477;Variables Gustavo
676987;12500;55,907;55,907;Variables Gustavo
676987;13000;55,587;55,587;Variables Gustavo
803927;9000;56,467;56,467;Variables Gustavo
803927;9500;56,177;56,177;Variables Gustavo
803927;10000;56,707;56,707;Variables Gustavo
803927;10500;55,907;55,907;Variables Gustavo
803927;11000;57,317;57,317;Variables Gustavo
803927;11500;57,167;57,167;Variables Gustavo
803927;12000;56,847;56,847;Variables Gustavo
803927;12500;56,687;56,687;Variables Gustavo
803927;13000;56,407;56,407;Variables Gustavo
841063;9000;56,507;56,507;Variables Gustavo
841063;9500;57,747;57,747;Variables Gustavo
841063;10000;56,517;56,517;Variables Gustavo
841063;10500;56,767;56,767;Variables Gustavo
841063;11000;56,887;56,887;Variables Gustavo
841063;11500;57,037;57,037;Variables Gustavo
841063;12000;55,987;55,987;Variables Gustavo
841063;12500;56,077;56,077;Variables Gustavo
841063;13000;57,367;57,367;Variables Gustavo
803119;9000;58,087;58,087;Variables Gustavo
803119;9500;57,387;57,387;Variables Gustavo
803119;10000;56,647;56,647;Variables Gustavo
803119;10500;56,417;56,417;Variables Gustavo
803119;11000;55,737;55,737;Variables Gustavo
803119;11500;55,417;55,417;Variables Gustavo
803119;12000;54,737;54,737;Variables Gustavo
803119;12500;54,477;54,477;Variables Gustavo
803119;13000;54,687;54,687;Variables Gustavo
823819;9000;59,077;59,077;Modelo Final
823819;9500;58,807;58,807;Modelo Final
823819;10000;57,747;57,747;Modelo Final
823819;10500;58,627;58,627;Modelo Final
823819;11000;58,747;58,747;Modelo Final
823819;11500;59,237;59,237;Modelo Final
823819;12000;58,507;58,507;Modelo Final
823819;12500;57,387;57,387;Modelo Final
823819;13000;56,557;56,557;Modelo Final
319147;9000;55,317;55,317;Modelo Final
319147;9500;56,197;56,197;Modelo Final
319147;10000;56,747;56,747;Modelo Final
319147;10500;55,877;55,877;Modelo Final
319147;11000;55,937;55,937;Modelo Final
319147;11500;55,337;55,337;Modelo Final
319147;12000;55,057;55,057;Modelo Final
319147;12500;54,977;54,977;Modelo Final
319147;13000;54,217;54,217;Modelo Final
891017;9000;57,227;57,227;Modelo Final
891017;9500;56,867;56,867;Modelo Final
891017;10000;56,877;56,877;Modelo Final
891017;10500;57,837;57,837;Modelo Final
891017;11000;58,057;58,057;Modelo Final
891017;11500;57,757;57,757;Modelo Final
891017;12000;56,207;56,207;Modelo Final
891017;12500;55,467;55,467;Modelo Final
891017;13000;56,317;56,317;Modelo Final
662951;9000;56,787;56,787;Modelo Final
662951;9500;56,537;56,537;Modelo Final
662951;10000;57,127;57,127;Modelo Final
662951;10500;56,967;56,967;Modelo Final
662951;11000;57,407;57,407;Modelo Final
662951;11500;57,187;57,187;Modelo Final
662951;12000;58,737;58,737;Modelo Final
662951;12500;59,197;59,197;Modelo Final
662951;13000;59,477;59,477;Modelo Final
746411;9000;58,907;58,907;Modelo Final
746411;9500;59,157;59,157;Modelo Final
746411;10000;59,377;59,377;Modelo Final
746411;10500;59,997;59,997;Modelo Final
746411;11000;59,347;59,347;Modelo Final
746411;11500;58,707;58,707;Modelo Final
746411;12000;58,817;58,817;Modelo Final
746411;12500;58,417;58,417;Modelo Final
746411;13000;57,707;57,707;Modelo Final
240677;9000;58,047;58,047;Modelo Final
240677;9500;57,557;57,557;Modelo Final
240677;10000;58,017;58,017;Modelo Final
240677;10500;59,517;59,517;Modelo Final
240677;11000;60,197;60,197;Modelo Final
240677;11500;59,627;59,627;Modelo Final
240677;12000;59,757;59,757;Modelo Final
240677;12500;60,697;60,697;Modelo Final
240677;13000;60,047;60,047;Modelo Final
886307;9000;57,007;57,007;Modelo Final
886307;9500;58,237;58,237;Modelo Final
886307;10000;58,527;58,527;Modelo Final
886307;10500;57,527;57,527;Modelo Final
886307;11000;56,957;56,957;Modelo Final
886307;11500;57,427;57,427;Modelo Final
886307;12000;56,507;56,507;Modelo Final
886307;12500;56,177;56,177;Modelo Final
886307;13000;56,187;56,187;Modelo Final
607769;9000;57,937;57,937;Modelo Final
607769;9500;58,917;58,917;Modelo Final
607769;10000;57,887;57,887;Modelo Final
607769;10500;57,697;57,697;Modelo Final
607769;11000;56,977;56,977;Modelo Final
607769;11500;58,567;58,567;Modelo Final
607769;12000;58,357;58,357;Modelo Final
607769;12500;57,367;57,367;Modelo Final
607769;13000;57,077;57,077;Modelo Final
105097;9000;58,417;58,417;Modelo Final
105097;9500;59,337;59,337;Modelo Final
105097;10000;59,037;59,037;Modelo Final
105097;10500;58,217;58,217;Modelo Final
105097;11000;58,257;58,257;Modelo Final
105097;11500;57,537;57,537;Modelo Final
105097;12000;58,077;58,077;Modelo Final
105097;12500;57,487;57,487;Modelo Final
105097;13000;57,707;57,707;Modelo Final
848087;9000;58,997;58,997;Modelo Final
848087;9500;58,237;58,237;Modelo Final
848087;10000;58,707;58,707;Modelo Final
848087;10500;59,747;59,747;Modelo Final
848087;11000;59,507;59,507;Modelo Final
848087;11500;58,447;58,447;Modelo Final
848087;12000;57,827;57,827;Modelo Final
848087;12500;57,207;57,207;Modelo Final
848087;13000;57,387;57,387;Modelo Final
461819;9000;59,267;59,267;Modelo Final
461819;9500;58,907;58,907;Modelo Final
461819;10000;58,837;58,837;Modelo Final
461819;10500;58,757;58,757;Modelo Final
461819;11000;58,087;58,087;Modelo Final
461819;11500;58,157;58,157;Modelo Final
461819;12000;57,137;57,137;Modelo Final
461819;12500;56,817;56,817;Modelo Final
461819;13000;56,987;56,987;Modelo Final
642527;9000;57,847;57,847;Modelo Final
642527;9500;58,287;58,287;Modelo Final
642527;10000;58,907;58,907;Modelo Final
642527;10500;57,377;57,377;Modelo Final
642527;11000;56,007;56,007;Modelo Final
642527;11500;55,317;55,317;Modelo Final
642527;12000;54,187;54,187;Modelo Final
642527;12500;53,787;53,787;Modelo Final
642527;13000;53,657;53,657;Modelo Final
169693;9000;59,477;59,477;Modelo Final
169693;9500;58,487;58,487;Modelo Final
169693;10000;58,787;58,787;Modelo Final
169693;10500;59,017;59,017;Modelo Final
169693;11000;58,277;58,277;Modelo Final
169693;11500;58,417;58,417;Modelo Final
169693;12000;59,047;59,047;Modelo Final
169693;12500;57,947;57,947;Modelo Final
169693;13000;57,757;57,757;Modelo Final
552193;9000;58,257;58,257;Modelo Final
552193;9500;58,927;58,927;Modelo Final
552193;10000;57,767;57,767;Modelo Final
552193;10500;57,837;57,837;Modelo Final
552193;11000;57,557;57,557;Modelo Final
552193;11500;58,147;58,147;Modelo Final
552193;12000;58,647;58,647;Modelo Final
552193;12500;57,897;57,897;Modelo Final
552193;13000;58,147;58,147;Modelo Final
982939;9000;58,727;58,727;Modelo Final
982939;9500;57,797;57,797;Modelo Final
982939;10000;57,597;57,597;Modelo Final
982939;10500;57,667;57,667;Modelo Final
982939;11000;56,477;56,477;Modelo Final
982939;11500;58,547;58,547;Modelo Final
982939;12000;58,777;58,777;Modelo Final
982939;12500;58,767;58,767;Modelo Final
982939;13000;59,617;59,617;Modelo Final
497993;9000;58,597;58,597;Modelo Final
497993;9500;59,637;59,637;Modelo Final
497993;10000;59,187;59,187;Modelo Final
497993;10500;59,607;59,607;Modelo Final
497993;11000;59,177;59,177;Modelo Final
497993;11500;58,827;58,827;Modelo Final
497993;12000;60,147;60,147;Modelo Final
497993;12500;59,067;59,067;Modelo Final
497993;13000;58,347;58,347;Modelo Final
430979;9000;58,557;58,557;Modelo Final
430979;9500;58,357;58,357;Modelo Final
430979;10000;58,617;58,617;Modelo Final
430979;10500;58,697;58,697;Modelo Final
430979;11000;57,977;57,977;Modelo Final
430979;11500;59,397;59,397;Modelo Final
430979;12000;59,407;59,407;Modelo Final
430979;12500;58,867;58,867;Modelo Final
430979;13000;58,537;58,537;Modelo Final
239171;9000;57,127;57,127;Modelo Final
239171;9500;57,987;57,987;Modelo Final
239171;10000;58,707;58,707;Modelo Final
239171;10500;58,197;58,197;Modelo Final
239171;11000;58,407;58,407;Modelo Final
239171;11500;57,997;57,997;Modelo Final
239171;12000;58,627;58,627;Modelo Final
239171;12500;57,987;57,987;Modelo Final
239171;13000;56,957;56,957;Modelo Final
214531;9000;58,477;58,477;Modelo Final
214531;9500;56,967;56,967;Modelo Final
214531;10000;57,857;57,857;Modelo Final
214531;10500;57,687;57,687;Modelo Final
214531;11000;59,377;59,377;Modelo Final
214531;11500;59,217;59,217;Modelo Final
214531;12000;58,437;58,437;Modelo Final
214531;12500;59,087;59,087;Modelo Final
214531;13000;59,677;59,677;Modelo Final
311447;9000;55,097;55,097;Modelo Final
311447;9500;55,187;55,187;Modelo Final
311447;10000;55,597;55,597;Modelo Final
311447;10500;56,567;56,567;Modelo Final
311447;11000;56,957;56,957;Modelo Final
311447;11500;57,277;57,277;Modelo Final
311447;12000;56,347;56,347;Modelo Final
311447;12500;57,277;57,277;Modelo Final
311447;13000;57,087;57,087;Modelo Final
480979;9000;56,607;56,607;Modelo Final
480979;9500;58,097;58,097;Modelo Final
480979;10000;59,067;59,067;Modelo Final
480979;10500;57,987;57,987;Modelo Final
480979;11000;58,177;58,177;Modelo Final
480979;11500;59,717;59,717;Modelo Final
480979;12000;59,917;59,917;Modelo Final
480979;12500;58,587;58,587;Modelo Final
480979;13000;59,147;59,147;Modelo Final
388163;9000;55,437;55,437;Modelo Final
388163;9500;58,067;58,067;Modelo Final
388163;10000;58,157;58,157;Modelo Final
388163;10500;57,397;57,397;Modelo Final
388163;11000;57,377;57,377;Modelo Final
388163;11500;59,047;59,047;Modelo Final
388163;12000;59,107;59,107;Modelo Final
388163;12500;58,347;58,347;Modelo Final
388163;13000;58,327;58,327;Modelo Final
959869;9000;55,987;55,987;Modelo Final
959869;9500;57,407;57,407;Modelo Final
959869;10000;56,967;56,967;Modelo Final
959869;10500;56,747;56,747;Modelo Final
959869;11000;56,507;56,507;Modelo Final
959869;11500;56,927;56,927;Modelo Final
959869;12000;57,617;57,617;Modelo Final
959869;12500;56,987;56,987;Modelo Final
959869;13000;57,367;57,367;Modelo Final
555391;9000;57,167;57,167;Modelo Final
555391;9500;57,317;57,317;Modelo Final
555391;10000;57,397;57,397;Modelo Final
555391;10500;57,037;57,037;Modelo Final
555391;11000;57,197;57,197;Modelo Final
555391;11500;57,367;57,367;Modelo Final
555391;12000;57,427;57,427;Modelo Final
555391;12500;57,097;57,097;Modelo Final
555391;13000;55,677;55,677;Modelo Final
151903;9000;58,537;58,537;Modelo Final
151903;9500;59,547;59,547;Modelo Final
151903;10000;58,967;58,967;Modelo Final
151903;10500;59,947;59,947;Modelo Final
151903;11000;59,797;59,797;Modelo Final
151903;11500;59,537;59,537;Modelo Final
151903;12000;58,767;58,767;Modelo Final
151903;12500;58,077;58,077;Modelo Final
151903;13000;57,867;57,867;Modelo Final
153287;9000;58,167;58,167;Modelo Final
153287;9500;58,347;58,347;Modelo Final
153287;10000;59,287;59,287;Modelo Final
153287;10500;58,277;58,277;Modelo Final
153287;11000;58,047;58,047;Modelo Final
153287;11500;58,867;58,867;Modelo Final
153287;12000;57,767;57,767;Modelo Final
153287;12500;56,267;56,267;Modelo Final
153287;13000;55,587;55,587;Modelo Final
471391;9000;57,197;57,197;Modelo Final
471391;9500;56,927;56,927;Modelo Final
471391;10000;56,757;56,757;Modelo Final
471391;10500;57,147;57,147;Modelo Final
471391;11000;58,007;58,007;Modelo Final
471391;11500;58,957;58,957;Modelo Final
471391;12000;57,427;57,427;Modelo Final
471391;12500;56,967;56,967;Modelo Final
471391;13000;56,687;56,687;Modelo Final
446969;9000;54,627;54,627;Modelo Final
446969;9500;57,307;57,307;Modelo Final
446969;10000;57,947;57,947;Modelo Final
446969;10500;57,597;57,597;Modelo Final
446969;11000;58,857;58,857;Modelo Final
446969;11500;57,667;57,667;Modelo Final
446969;12000;56,647;56,647;Modelo Final
446969;12500;55,067;55,067;Modelo Final
446969;13000;56,337;56,337;Modelo Final
319049;9000;57,947;57,947;Modelo Final
319049;9500;58,457;58,457;Modelo Final
319049;10000;57,747;57,747;Modelo Final
319049;10500;57,627;57,627;Modelo Final
319049;11000;57,837;57,837;Modelo Final
319049;11500;57,267;57,267;Modelo Final
319049;12000;56,937;56,937;Modelo Final
319049;12500;56,977;56,977;Modelo Final
319049;13000;56,697;56,697;Modelo Final
723791;9000;55,917;55,917;Modelo Final
723791;9500;56,307;56,307;Modelo Final
723791;10000;56,377;56,377;Modelo Final
723791;10500;56,097;56,097;Modelo Final
723791;11000;55,727;55,727;Modelo Final
723791;11500;55,917;55,917;Modelo Final
723791;12000;56,477;56,477;Modelo Final
723791;12500;56,297;56,297;Modelo Final
723791;13000;56,127;56,127;Modelo Final
282001;9000;57,267;57,267;Modelo Final
282001;9500;58,157;58,157;Modelo Final
282001;10000;58,537;58,537;Modelo Final
282001;10500;58,167;58,167;Modelo Final
282001;11000;58,727;58,727;Modelo Final
282001;11500;58,007;58,007;Modelo Final
282001;12000;58,207;58,207;Modelo Final
282001;12500;57,967;57,967;Modelo Final
282001;13000;58,117;58,117;Modelo Final
959597;9000;57,817;57,817;Modelo Final
959597;9500;57,557;57,557;Modelo Final
959597;10000;56,777;56,777;Modelo Final
959597;10500;55,567;55,567;Modelo Final
959597;11000;56,847;56,847;Modelo Final
959597;11500;56,807;56,807;Modelo Final
959597;12000;56,697;56,697;Modelo Final
959597;12500;57,547;57,547;Modelo Final
959597;13000;56,477;56,477;Modelo Final
223547;9000;57,337;57,337;Modelo Final
223547;9500;57,797;57,797;Modelo Final
223547;10000;58,007;58,007;Modelo Final
223547;10500;58,527;58,527;Modelo Final
223547;11000;58,647;58,647;Modelo Final
223547;11500;58,517;58,517;Modelo Final
223547;12000;59,077;59,077;Modelo Final
223547;12500;59,687;59,687;Modelo Final
223547;13000;59,657;59,657;Modelo Final
409823;9000;58,447;58,447;Modelo Final
409823;9500;59,317;59,317;Modelo Final
409823;10000;59,157;59,157;Modelo Final
409823;10500;58,677;58,677;Modelo Final
409823;11000;58,187;58,187;Modelo Final
409823;11500;57,877;57,877;Modelo Final
409823;12000;57,297;57,297;Modelo Final
409823;12500;56,587;56,587;Modelo Final
409823;13000;57,377;57,377;Modelo Final
622669;9000;58,157;58,157;Modelo Final
622669;9500;59,087;59,087;Modelo Final
622669;10000;58,967;58,967;Modelo Final
622669;10500;59,017;59,017;Modelo Final
622669;11000;58,047;58,047;Modelo Final
622669;11500;58,517;58,517;Modelo Final
622669;12000;57,557;57,557;Modelo Final
622669;12500;57,347;57,347;Modelo Final
622669;13000;56,187;56,187;Modelo Final
118043;9000;55,707;55,707;Modelo Final
118043;9500;55,407;55,407;Modelo Final
118043;10000;56,687;56,687;Modelo Final
118043;10500;57,397;57,397;Modelo Final
118043;11000;57,667;57,667;Modelo Final
118043;11500;58,447;58,447;Modelo Final
118043;12000;58,557;58,557;Modelo Final
118043;12500;58,317;58,317;Modelo Final
118043;13000;57,357;57,357;Modelo Final
676987;9000;59,217;59,217;Modelo Final
676987;9500;58,507;58,507;Modelo Final
676987;10000;57,887;57,887;Modelo Final
676987;10500;58,667;58,667;Modelo Final
676987;11000;58,017;58,017;Modelo Final
676987;11500;56,747;56,747;Modelo Final
676987;12000;57,137;57,137;Modelo Final
676987;12500;56,467;56,467;Modelo Final
676987;13000;56,697;56,697;Modelo Final
803927;9000;57,697;57,697;Modelo Final
803927;9500;56,717;56,717;Modelo Final
803927;10000;56,777;56,777;Modelo Final
803927;10500;57,687;57,687;Modelo Final
803927;11000;56,507;56,507;Modelo Final
803927;11500;56,977;56,977;Modelo Final
803927;12000;55,467;55,467;Modelo Final
803927;12500;56,467;56,467;Modelo Final
803927;13000;55,327;55,327;Modelo Final
841063;9000;57,247;57,247;Modelo Final
841063;9500;57,037;57,037;Modelo Final
841063;10000;55,617;55,617;Modelo Final
841063;10500;56,237;56,237;Modelo Final
841063;11000;56,277;56,277;Modelo Final
841063;11500;56,847;56,847;Modelo Final
841063;12000;56,147;56,147;Modelo Final
841063;12500;56,017;56,017;Modelo Final
841063;13000;56,967;56,967;Modelo Final
803119;9000;56,907;56,907;Modelo Final
803119;9500;57,107;57,107;Modelo Final
803119;10000;57,267;57,267;Modelo Final
803119;10500;57,417;57,417;Modelo Final
803119;11000;57,897;57,897;Modelo Final
803119;11500;58,487;58,487;Modelo Final
803119;12000;58,227;58,227;Modelo Final
803119;12500;59,197;59,197;Modelo Final
803119;13000;58,747;58,747;Modelo Final
-1;9000;56,568;56,568;sin FE
-1;9500;56,6765;56,6765;sin FE
-1;10000;57,18375;57,18375;sin FE
-1;10500;57,5515;57,5515;sin FE
-1;11000;57,48675;57,48675;sin FE
-1;11500;57,732;57,732;sin FE
-1;12000;57,7425;57,7425;sin FE
-1;12500;57,67;57,67;sin FE
-1;13000;57,7745;57,7745;sin FE
-1;9000;56,538;56,538;Variables Gustavo
-1;9500;56,68;56,68;Variables Gustavo
-1;10000;56,5945;56,5945;Variables Gustavo
-1;10500;56,77375;56,77375;Variables Gustavo
-1;11000;56,87075;56,87075;Variables Gustavo
-1;11500;56,748;56,748;Variables Gustavo
-1;12000;56,60725;56,60725;Variables Gustavo
-1;12500;56,3575;56,3575;Variables Gustavo
-1;13000;56,09225;56,09225;Variables Gustavo
-1;9000;57,5635;57,5635;Modelo Final
-1;9500;57,8715;57,8715;Modelo Final
-1;10000;57,9065;57,9065;Modelo Final
-1;10500;57,916;57,916;Modelo Final
-1;11000;57,851;57,851;Modelo Final
-1;11500;57,99075;57,99075;Modelo Final
-1;12000;57,77675;57,77675;Modelo Final
-1;12500;57,45375;57,45375;Modelo Final
-1;13000;57,3045;57,3045;Modelo Final
